,ID,Latitude,Longitude,Note,No Aprovechables,Papel y Cartón,Plástico,Vidrio,Pilas,Peligrosos,RAEE,Metales,Aniquem,Intermedios Plastico,Intermedios Metal,Foto,Espacios,Lugar,Accion,Tacho Actual,Tacho Nuevo,Recomendaciones,GOOGLE MAPS
53,PT_b49(3),"-12,067920","-77,080677",null,1,,1,1,,,,,,,,https://drive.google.com/file/d/15qBJYcV-MPTV3MBtdhTiPHSlnmivEC1J/view?usp=sharing,CAMPUS, Psicología,,,,,Ver en Google Maps
54,PT_a4,"-12,067894","-77,080799",null,,,,,,,,,1,,,https://drive.google.com/file/d/1pY2NtBjJPRF2WAWpPdhcnGL152wzD_1q/view?usp=sharing,CAMPUS,-,,,,,Ver en Google Maps
55,PT_b50(2),"-12,067942","-77,081234",null,1,,,1,,,,,,,,https://drive.google.com/file/d/1pPDglRYMXFS6EDFgQy2Vu8-xV68q0p0y/view?usp=sharing,CAMPUS,Al costado del coro de música,,,,,Ver en Google Maps
56,PT_b51(1),"-12,068390","-77,081536",null,1,,,,,,,,,,,https://drive.google.com/file/d/1p9EjPn6Ij1iNnGXFJiDmB6D9TyHgihgj/view?usp=sharing,CAMPUS,-,,,,,Ver en Google Maps
57,PT_b52(3),"-12,067454","-77,080660",null,1,,1,1,,,,,,,,https://drive.google.com/file/d/1R2_A9fsFVfm1PRLfRnK_QkPkr83FfObg/view?usp=sharing,CAMPUS,Letras,,,,,Ver en Google Maps
58,PT_b53(3),"-12,067591","-77,080685",null,1,,1,1,,,,,,,,https://drive.google.com/file/d/1EyPphyCf7uEeKe4wCxiBggSIe__Ea5Qp/view?usp=sharing,CAMPUS,Letras,,,,,Ver en Google Maps
59,PT_b54(3),"-12,067937","-77,080323",null,1,,1,1,,,,,,,,https://drive.google.com/file/d/1P5QQkeVZzB82ZveBi0pMPaqdIiAh2UpT/view?usp=sharing,CAMPUS,Humanidades,,,,,Ver en Google Maps
60,PT_b55(4),"-12,068357","-77,080412",null,1,,1,1,1,,,,,,,https://drive.google.com/file/d/1CO3MN4qXGjb0Pj5ywRINFmsYuq9G48ZZ/view?usp=sharing,CAMPUS,Facultad de ciencias y artes de la comunicación,,,,,Ver en Google Maps
61,PT_b56(3),"-12,068386","-77,079797",null,1,,1,1,,,,,,,,https://drive.google.com/file/d/1kWsd8BaYhlf7aht-VNMbl3cyZ8IOs5GB/view?usp=sharing,CAMPUS,Comedor de letras,,,,,Ver en Google Maps
62,PT_b57(6),"-12,068315","-77,079687",null,2,1,1,1,1,,,,,,,https://drive.google.com/file/d/1tle8wMukEEYkALrgvxSPf-OUV2w5DRyY/view?usp=sharing,CAMPUS,Tinkuy,,,,,Ver en Google Maps
63,PT_b58(5),"-12,067223","-77,079716",null,1,1,1,1,1,,,,,,,https://drive.google.com/file/d/1tS_FSYS6neFt8EsIrYLw_Gj7KoLjeTBz/view?usp=sharing,CAMPUS,Tontodromo - educación,,,,,Ver en Google Maps
64,PT_b59(4),"-12,067762","-77,079685",null,1,1,1,1,,,,,,,,https://drive.google.com/file/d/17fwzNVJC-FFm1QEzKWgaj1qxwyBiRvSP/view?usp=sharing,CAMPUS,Tontodromo - educación,,,,,Ver en Google Maps
65,PT_60 (4),"-12,067660","-77,078170",null,1,,1,1,,,,,1,,,https://drive.google.com/file/d/1663lB6w5_V3owthSjg4y-7ip92Lvt8A3/view?usp=sharing,CAMPUS,Oficina de la daf,,,,,Ver en Google Maps
66,PT_b61,"-12,067428","-77,078797",null,1,,1,,,,,,,,,https://drive.google.com/file/d/1MoQMYiSPbzeP16fJ56GSelnG1PgttJx4/view?usp=drive_link,CAMPUS,-,,,,,Ver en Google Maps
67,PT_b62(1),"-12,067332","-77,078752",null,1,,,,,,,,,,,https://drive.google.com/file/d/1UU1AddrKvH90dSXRovcdWPthQrYbvtPC/view?usp=sharing,CAMPUS,-,,,,,Ver en Google Maps
68,PT_b63(1),"-12,067158","-77,078480",null,1,,,,,,,,,,,https://drive.google.com/file/d/1ibcMy4HznJMVIx14vf8E9huhaCxYZ2et/view?usp=sharing,CAMPUS,-,,,,,Ver en Google Maps
69,PT_b64(4),"-12,067643","-77,079266",null,1,1,1,1,,,,,,,,https://drive.google.com/file/d/17ENXvWbrLP6TdLQivLHlXfmcQrnqeoC1/view?usp=sharing,CAMPUS,Facultad de educación,,,,,Ver en Google Maps
70,PT_a6,"-12,067726","-77,079251",null,,,,,,,,,1,,,https://drive.google.com/file/d/1EqrA2X3QYa9D-XigO9CpqsqD5D7XSjF-/view?usp=sharing,CAMPUS,-,,,,,Ver en Google Maps
71,PT_raee2,"-12,068213","-77,078707",null,,,,,,,1,,,,,https://drive.google.com/file/d/1aYXu2HQiOku67WQbqQJmG6TAmxohIV0c/view?usp=sharing,CAMPUS,-,,,,,Ver en Google Maps
72,PT_a7,"-12,068411","-77,078689",null,,,,,,,,,1,,,https://drive.google.com/file/d/1W_XwNb7Hrgksgt1w-LMORzyL4mQ0YaGS/view?usp=sharing,CAMPUS,-,,,,,Ver en Google Maps
73,PT_b65(4),"-12,068489","-77,078721",null,1,,1,1,1,,,,,,,https://drive.google.com/file/d/1OeynklhI6IbGvoeCcV7IJH6i2nViBiv4/view?usp=sharing,CAMPUS,MacGregor,,,,,Ver en Google Maps
74,PT_b66(1),"-12,068220","-77,079380",null,1,,1,1,,,,,,,,https://drive.google.com/file/d/1LszlAaQhiVdMRpsVwFaDCAYRtJaWBX-a/view?usp=drive_link,TINKUY,-,,,,,Ver en Google Maps
75,PT_b67(4),"-12,068260","-77,079304",null,1,1,1,1,,,,,,,,https://drive.google.com/file/d/1WeKeapdk8GEDQc5s6ghuvvXwHY_hcvqs/view?usp=sharing,TINKUY,Tinkuy,,,,,Ver en Google Maps
76,PT_b68(4),"-12,069148","-77,079839",null,1,1,1,1,,,,,,,,https://drive.google.com/file/d/18o7sKdaKuMevtCsFDyWCncaGG23vnnyZ/view?usp=drive_link,CAMPUS,Entrada de la  Biblioteca Central,,,,,Ver en Google Maps
77,PT_b69(4),"-12,070605","-77,079828",null,1,1,1,1,1,,,,,,,https://drive.google.com/file/d/1UlO5q7L2T2h-QSotnAgWvGTw6_iBeSo5/view?usp=sharing,CAMPUS,Pabellón E,,,,,Ver en Google Maps
78,PT_b70,"-12,071150","-77,079910",null,1,,1,1,,,,,,,,https://drive.google.com/file/d/1v4WWaODjooS3rczQVI8yBaU_QGtwD2lM/view?usp=sharing,CAMPUS,Pabellón E,Retirar,Vidrio,,Retirar tacho de vidrio,Ver en Google Maps
79,PT_b71,"-12,071179","-77,080175",null,1,,1,1,,,,,,,,https://drive.google.com/file/d/1ocFnfWJknipNgXKnpphW2nt-ZqyJuv7Y/view?usp=sharing,CAMPUS,Frente a Gelarti - sociales,,,,,Ver en Google Maps
80,PT_b72,"-12,071084","-77,080179",null,1,1,1,1,,,,,,,,https://drive.google.com/file/d/1c70wafUxQ9aNlGJaHcCxXNUmVlvj4D7G/view?usp=sharing,CAMPUS,Sociales,Retirar,Vidrio,,Retirar tacho de vidrio,Ver en Google Maps
81,PT_b73(1),"-12,070620","-77,080300",null,1,1,1,1,,,,,,,,https://drive.google.com/file/d/16mF1nXzFNerHdwSND694rag4yS6F81Jy/view?usp=drive_link,CAMPUS,Sociales,Retirar,Vidrio,,Retirar tacho de vidrio,Ver en Google Maps
82,PT_74(1),"-12,070635","-77,080571",null,1,,,,,,,,,,,https://drive.google.com/file/d/1BFlAd1WC7NkmbY1dislxKZQXwmrYzJiG/view?usp=sharing,CAMPUS,-,,,,,Ver en Google Maps
83,PT_b75(4),"-12,070761","-77,080760",null,1,,1,1,1,,,,,,,https://drive.google.com/file/d/1xX8pq7_rDgtbDuWzyD4zqCAa7Xp4h7cI/view?usp=sharing,CAMPUS,Frente al comedor central,,,,,Ver en Google Maps
84,PT_76(4),"-12,070209","-77,081032",null,1,,1,1,1,,,,,,,https://drive.google.com/file/d/1U31iCzqtcYDFH6Q_0eIq4Vo6hCKJdVt5/view?usp=sharing,CAMPUS,Entrada de comedor central,,,,,Ver en Google Maps
85,PT_b77(1),"-12,070197","-77,081059",null,1,,1,,,,,,,,,https://drive.google.com/file/d/1pbu8jTfPzI6e3t9vKVI5jQzYL_kO34tu/view?usp=sharing,CAMPUS,-,,,,,Ver en Google Maps
86,PT_b78(1),"-12,070179","-77,081079",null,,,,1,,,,,,,,https://drive.google.com/file/d/1n8o49L2DeELo1NIsPKTfWxc626ZzF9wv/view?usp=sharing,CAMPUS,Comedor central - costado auditorio derecho,Retirar,Vidrio,,Retirar tacho de vidrio,Ver en Google Maps
87,PT-a8,"-12,070085","-77,081693",null,,,,,,,,,1,,,https://drive.google.com/file/d/1FJ6Vp2vi8EjqE8wJoXC6ZpRQR_uYOWxi/view?usp=sharing,CAMPUS,-,,,,,Ver en Google Maps
88,PT_b79(4),"-12,070723","-77,082017",null,1,1,1,1,,,,,,,,https://drive.google.com/file/d/1K3NS_sZN7UStPy3-C6YvA2htJQv-dXzn/view?usp=sharing,CAMPUS,Gastronomía,,,,,Ver en Google Maps
89,PT_I2(1),"-12,069861","-77,081962",null,,,,,,,,,,,1,https://drive.google.com/file/d/1UQUu-U1IcLtiEwJOULDsmYQwF6yK2Fax/view?usp=sharing,CAMPUS,Puerta 7 - Rivaguero,,,,,Ver en Google Maps
90,PT_I3(3),"-12,072123","-77,082713",null,,,,,,,,,,3,,https://drive.google.com/file/d/16E8M4Q8CgVfpYJS_28aao1PAyYM0dSn2/view?usp=sharing,CAMPUS,Finalización de la huaca en Rivaguero,,,,,Ver en Google Maps
91,PT_b80(3),"-12,071916","-77,082166",null,1,,1,1,,,,,,,,https://drive.google.com/file/d/1HWYUTX5kORu6X1h8zPpeZTCwY9P3g-Ag/view?usp=sharing,CAMPUS,Laboratorio de Mecánica,,,,,Ver en Google Maps
92,PT_81(4),"-12,071583","-77,082226",null,1,1,1,1,,,,,,,,https://drive.google.com/file/d/1444063vZLkrfdEZq-2C5u0MKExoogwjn/view?usp=sharing,CAMPUS,Espalda de civil,Retirar,Vidrio,,Retirar tacho de vidrio ,Ver en Google Maps
93,PT_82(3),"-12,071710","-77,082009",null,1,,1,1,,,,,,,,https://drive.google.com/file/d/1ofMhm5UxgnMVVEZruD_Pw7uY7lrI4rTc/view?usp=sharing,CAMPUS,Civil,Retirar,Vidrio,,Retirar tacho de vidrio ,Ver en Google Maps
94,PT_83(3),"-12,072038","-77,081766",null,1,,1,1,,,,,,,,https://drive.google.com/file/d/1GTxvHbwF-A-NYOcYZzjBIgs6Z2vjyXUL/view?usp=sharing,CAMPUS,Minas,Retirar,Vidrio,,Retirar tacho de vidrio ,Ver en Google Maps
95,PT_b84(4),"-12,072453","-77,079880",null,1,,1,1,,,,,1,,,https://drive.google.com/file/d/1gjyMGgWs_RO_jtLUjCfTHTMNEkp0u4pm/view?usp=sharing,CAMPUS,BCIA,Retirar,Vidrio,,Retirar tacho de vidrio ,Ver en Google Maps
96,PT_a10,"-12,071581","-77,080134",null,,,,,,,,,1,,,https://drive.google.com/file/d/1y80sspMHTLtYWpy87l1rdH72T8bs1FAH/view?usp=sharing,CAMPUS,-,,,,,Ver en Google Maps
97,PT_b85(5),"-12,071485","-77,080011",null,1,1,1,1,1,,,,,,,https://drive.google.com/file/d/1CXXGGURkMs2G_RuBY7d1EENeuMz0tOWG/view?usp=sharing,CAMPUS,Entrada de física - frente a Gelarti ,,,,,Ver en Google Maps
98,PT_b86(3),"-12,072008","-77,081013",null,1,,1,1,,,,,,,,https://drive.google.com/file/d/1AxTpK1Yw-eEeqs6lo6ryMw7_hM74cAJQ/view?usp=sharing,CAMPUS,Arquitectura frente a mecánica,,,,,Ver en Google Maps
99,PT_raee3,"-12,071941","-77,081293",null,,,,,,,1,,1,,,https://drive.google.com/file/d/1lsOK5D0LBG6KzSEPQi1IwnDpdgi61roJ/view?usp=sharing,CAMPUS,-,,,,,Ver en Google Maps
100,PT_b87(4),"-12,071915","-77,081355",null,1,1,1,1,,,,,,,,https://drive.google.com/file/d/1O0bynoCmAMuh2yBKNqLSsf_Fd3q2-kPK/view?usp=sharing,CAMPUS,Civil frente a minas,,,,,Ver en Google Maps
101,PT_b88(4),"-12,070431","-77,080411",null,1,,1,1,,,,,1,,,https://drive.google.com/file/d/1BzYgZmTIQvBKb_8aTJXfFyYV369N8hLk/view?usp=sharing,CAMPUS,Sociales,,,,,Ver en Google Maps
102,PT_B89(5),"-12,068733","-77,078271",null,1,1,1,1,1,,,,,,,https://drive.google.com/file/d/1AAZrfHCX5Av6dIarEmqTZfUtuMYovhSs/view?usp=sharing,CAMPUS,Puerta principal,,,,,Ver en Google Maps
103,PT_B 90(5),"-12,068880","-77,078605",null,1,1,1,1,1,,,,,,,https://drive.google.com/file/d/18D4fdZoZkEPwCszG2JITCVJIYS2Cgz9T/view?usp=sharing,CAMPUS,Jardín central,,,,,Ver en Google Maps
104,PT_B91(4),"-12,069368","-77,078924",null,1,1,1,1,,,,,,,,https://drive.google.com/file/d/14TWL34UKSMz1CW7ReLpnw8ZrcveL5B8N/view?usp=sharing,CAMPUS,Dinthilac,,,,,Ver en Google Maps
105,PT_B92(3),"-12,069643","-77,078548",null,1,,1,1,,,,,,,,https://drive.google.com/file/d/16O5AdM5-0XUpSvMy2kq4qS7vijautONP/view?usp=sharing,CAMPUS,Frente a DARS,,,,,Ver en Google Maps
106,PT_b93,"-12,069641","-77,078959",null,1,,,,,,,,1,,,https://drive.google.com/file/d/1Uc5OaHj3OkPjjiL1DcCPavHuvy9sVCoW/view?usp=sharing,CAMPUS,-,,,,,Ver en Google Maps
107,PT_b94 (4),"-12,070163","-77,078802",null,1,1,1,,,,,,,,,https://drive.google.com/file/d/1dpCpeYzXt3D2sK6a7fxSW8tILtsR6Spw/view?usp=drive_link,CAMPUS,-,,,,,Ver en Google Maps
108,PT_I4(1),"-12,069599","-77,078066",null,,,,,,,,,,,1,https://drive.google.com/file/d/1NK9jgWPF1b4F-rDnx7n8u9w_HiauxLWc/view?usp=drive_link,CAMPUS,"Puerta principal, Estacionamiento B",,,,,Ver en Google Maps
109,PT_b95(3),"-12,070347","-77,078713",null,1,,1,1,,,,,,,,https://drive.google.com/file/d/1KAa87Kl4TmHua6tRhMpTY8i3KMNkt0zy/view?usp=sharing,CAMPUS,Arte antiguo,,,,,Ver en Google Maps
110,PT_B96(5),"-12,070334","-77,078843",null,1,1,1,1,,,,,,,,https://drive.google.com/file/d/1qVBYBgWqqvE42Gf4m2kp2LZRrkDE8sUq/view?usp=sharing,CAMPUS,Arte antiguo,,,,,Ver en Google Maps
111,PT_b97,"-12,070514","-77,078816",null,1,,,,,,,,,,,https://drive.google.com/file/d/1EPTOHKblGlvhqUBQXFAD6biZF2Gyj5AS/view?usp=drive_link,CAMPUS,-,Cambiar Tapa,Generales,,"tacho negro, tapa rota",Ver en Google Maps
112,PT_B98(3),"-12,070523","-77,079122",null,1,1,1,,,,,,,,,https://drive.google.com/file/d/1nsM9xGXUek8IBfiDYYvJ-G3eDQwzNtPM/view?usp=sharing,CAMPUS,-,,,,,Ver en Google Maps
113,PT_B99(3),"-12,070365","-77,079221",null,1,1,1,,,,,,,,,https://drive.google.com/file/d/1bHfBf9AAFs05o86ksTZIPHfudkAsREew/view?usp=sharing,CAMPUS,-,,,,,Ver en Google Maps
114,PT_b100(3),"-12,070267","-77,079028",null,1,1,1,,,,,,,,,https://drive.google.com/file/d/1kFztyhkQTrvopi_H-gnb0yC44zRdqJuv/view?usp=drive_link,CAMPUS,Arte antiguo,Cambiar Tapa,Generales,,tapa rota tacho azul y negro,Ver en Google Maps
115,PT_b101(3),"-12,070105","-77,079181",null,1,1,,,,,,,,,,https://drive.google.com/file/d/1CAmgFKJoJc_00icekuM6_E1K9Y6malnd/view?usp=drive_link,CAMPUS,-,,,,,Ver en Google Maps
116,PT_B102(3),"-12,069625","-77,079647",null,1,,1,1,,,,,1,,,https://drive.google.com/file/d/1ZXnv4PmkZCs64cqudnR0ZdvkiVgRHOqo/view?usp=sharing,CAMPUS,Tesoreria general,,,,,Ver en Google Maps
117,PT_B104,"-12,070459","-77,079501",null,2,1,1,1,,,,,,,,https://drive.google.com/file/d/1Ou_Q_ZgJvu9lbpoT1-dEcgJ1pEoUjCsE/view?usp=sharing,CAMPUS,Comedor de arte antiguo,,,,,Ver en Google Maps
118,PT_B105(2),"-12,072468","-77,080210",null,,,1,1,,,,,,,,https://drive.google.com/file/d/1lCZHDuA11CC0rCG1LNwCuaiw0gO5AEgL/view?usp=drive_link,CAMPUS,Frente a labortorio hidraulica,Cambiar Tacho,Vidrio,Generales,cambiar de vidrio a no aprovechable,Ver en Google Maps
119,PT_B106(3),"-12,072856","-77,082129",null,1,,1,1,1,,,,,,,https://drive.google.com/file/d/1H0iN0JjNewyxmMwC-lqvZ6gWvWMVXlcX/view?usp=sharing,CAMPUS,Pabellón V ,,,,,Ver en Google Maps
120,PT_raee 4,"-12,072892","-77,082121",null,,,,,,,1,,,,,https://drive.google.com/file/d/1lwEO07dc_BItMBxD3s7oUty_KoVEv89V/view?usp=sharing,CAMPUS,-,,,,,Ver en Google Maps
121,PT_b107(5),"-12,072775","-77,082934",null,1,1,1,1,1,,,,,,,https://drive.google.com/file/d/1qi75EHBqYDU4QAcvI0fzoZI-6FmS9ezb/view?usp=sharing,CAMPUS,CETAM,,,,,Ver en Google Maps
122,PT_B108(3),"-12,073303","-77,082336",null,1,,1,1,1,,,,,,,https://drive.google.com/file/d/1q_EBrOO6ZfrK53ErrqBzm9YuIB6QuQW-/view?usp=sharing,CAMPUS,Ingenieria de minas,,,,,Ver en Google Maps
123,PT_a15,"-12,073311","-77,082253",null,,,,,,,,,1,,,https://drive.google.com/file/d/11s57Xd6vZxho25EYRwjTaRPpFG2PtvO3/view?usp=sharing,CAMPUS,-,,,,,Ver en Google Maps
124,PT_i15,"-12,073305","-77,082260",null,,,,,,,,,,1,,https://drive.google.com/file/d/1bNEMOKitJUUQAob_5DnVOEve_RA1XXN2/view?usp=sharing,CAMPUS,Puerta 6 Urubamba,,,,,Ver en Google Maps
125,PT_b109,"-12,073436","-77,080817",null,,1,1,,,,,,,,,https://drive.google.com/file/d/1cxpLIjfsTagRZE6_FJhBt22XsZcgGBZW/view?usp=drive_link,CAMPUS,-,Agregar,,Generales,agregar un tacho no aprovechable,Ver en Google Maps
126,PT_raee5,"-12,073535","-77,080226",null,,,,,,,1,,,,,https://drive.google.com/file/d/1tRsvcpp8wWWthf6Dnc4QOBErhHRtnJAi/view?usp=sharing,CAMPUS,-,,,,,Ver en Google Maps
128,PT_b110,"-12,073329","-77,081100",null,1,,,,,,,,,,,https://drive.google.com/file/d/13Jf5bs0y_8HF23XCr0LiHHWPrmVBL7q6/view?usp=sharing,CAMPUS,-,,,,,Ver en Google Maps
129,PT_b111,"-12,073257","-77,081257",null,,,,1,,,,,,,,https://drive.google.com/file/d/1U8VcBQTF73pkzD13xnd6k0KwPy19kOEB/view?usp=sharing,CAMPUS,Espalda de lmed,Cambiar Tacho,Vidrio,Generales,cambiar plomo a negro residuos organicos en el tacho de vidrio,Ver en Google Maps
130,PT_b112,"-12,073287","-77,081399",null,1,1,1,,,,,,,,,https://drive.google.com/file/d/1q4qsMtdE461tg8CN7iqsar6JABtiX2kh/view?usp=drive_link,CAMPUS,-,Cambiar Tapa,Generales,,tapa rota tacho negro y plomo,Ver en Google Maps
131,PT_b113,"-12,072910","-77,079680",null,1,1,1,1,1,,,,,,,https://drive.google.com/file/d/1v1YPRmxB71XNarb-dn8fmJf9IubY2fMJ/view?usp=sharing,CAMPUS, Aulario,,,,,Ver en Google Maps
132,PT_b114(3),"-12,072773","-77,079352",null,1,1,2,1,,,,,,,,https://drive.google.com/file/d/1ifDQw2BcIBGyDQlplUhAJhh-9UFxXswa/view?usp=drive_link,CAMPUS, Aulario,,,,,Ver en Google Maps
133,PT_b115(3),"-12,072823","-77,079246",null,2,,2,,,,,,,,,https://drive.google.com/file/d/1fl8-K_Hpgl7toCeUpe2SgRcQeLKn1KT3/view?usp=drive_link,CAMPUS,-,Cambiar Tapa,Plastico,,tapa rota tacho blanco,Ver en Google Maps
